_time,pax_id,OPERATION,LOCATION,GATE
"""2018-10-13T23:57:00.000Z""",ca98f25c.ce223,BOARD Aircraft,Terminal 1,A6
"""2018-10-13T20:48:00.000Z""",ca98f25c.ce223,ENTER Duty Free Area,Terminal 1,
"""2018-10-13T18:57:00.000Z""",ca98f25c.ce223,ENTER Duty Free Area,Terminal 1,
"""2018-06-15T16:27:00.000Z""",1a54bb27.7dc785,LEAVE Duty Free Area,Terminal 1,
"""2018-06-15T18:06:00.000Z""",1a54bb27.7dc785,LEAVE Dining Area,Terminal 1,
"""2018-06-15T18:24:00.000Z""",1a54bb27.7dc785,ENTER Bording Gate Area,Terminal 1,A18
"""2018-06-15T16:15:00.000Z""",1a54bb27.7dc785,ENTER Duty Free Area,Terminal 1,
"""2018-06-15T16:51:00.000Z""",1a54bb27.7dc785,ENTER Dining Area,Terminal 1,
"""2018-06-15T19:24:00.000Z""",1a54bb27.7dc785,BOARD Aircraft,Terminal 1,A18
"""2018-10-16T07:30:00.000Z""",98ff8c6d.9fd19,LEAVE Duty Free Area,Terminal 1,
"""2018-10-16T09:09:00.000Z""",98ff8c6d.9fd19,LEAVE Dining Area,Terminal 1,
"""2018-10-16T09:27:00.000Z""",98ff8c6d.9fd19,ENTER Bording Gate Area,Terminal 1,B16
"""2018-10-16T07:18:00.000Z""",98ff8c6d.9fd19,ENTER Duty Free Area,Terminal 1,
"""2018-10-16T07:54:00.000Z""",98ff8c6d.9fd19,ENTER Dining Area,Terminal 1,
"""2018-10-16T10:27:00.000Z""",98ff8c6d.9fd19,BOARD Aircraft,Terminal 1,B16
"""2018-10-16T05:15:00.000Z""",afa29e33.6c8ac,Passport Control,Border-Control Booth 1,
"""2018-10-16T05:29:00.000Z""",afa29e33.6c8ac,LEAVE Duty Free Area,Terminal 1,
"""2018-10-16T06:35:00.000Z""",afa29e33.6c8ac,LEAVE Dining Area,Terminal 1,
"""2018-10-16T06:47:00.000Z""",afa29e33.6c8ac,ENTER Bording Gate Area,Terminal 1,B16
"""2018-10-16T05:21:00.000Z""",afa29e33.6c8ac,ENTER Duty Free Area,Terminal 1,
"""2018-10-16T05:45:00.000Z""",afa29e33.6c8ac,ENTER Dining Area,Terminal 1,
"""2018-10-16T07:27:00.000Z""",afa29e33.6c8ac,BOARD Aircraft,Terminal 1,B16
"""2018-08-09T08:49:00.000Z""",ccb0898f.e7b578,LEAVE Frequent Flyer Lounge,Terminal 1,
"""2018-08-09T10:28:00.000Z""",ccb0898f.e7b578,LEAVE Dining Area,Terminal 1,
"""2018-08-09T10:46:00.000Z""",ccb0898f.e7b578,ENTER Bording Gate Area,Terminal 1,B11
"""2018-08-09T07:34:00.000Z""",ccb0898f.e7b578,ENTER Frequent Flyer Lounge,Terminal 1,
"""2018-08-09T09:13:00.000Z""",ccb0898f.e7b578,ENTER Dining Area,Terminal 1,
"""2018-08-09T11:46:00.000Z""",ccb0898f.e7b578,BOARD Aircraft,Terminal 1,B11
"""2018-05-04T17:07:00.000Z""",df61417f.fcb7b,ENTER Bording Gate Area,Terminal 1,A5
"""2018-05-04T18:07:00.000Z""",df61417f.fcb7b,BOARD Aircraft,Terminal 1,A5
"""2018-12-01T20:21:00.000Z""",cf95778a.4edda8,LEAVE Duty Free Area,Terminal 1,
"""2018-12-01T20:39:00.000Z""",cf95778a.4edda8,ENTER Bording Gate Area,Terminal 1,B16
"""2018-12-01T20:09:00.000Z""",cf95778a.4edda8,ENTER Duty Free Area,Terminal 1,
"""2018-12-01T21:39:00.000Z""",cf95778a.4edda8,BOARD Aircraft,Terminal 1,B16
"""2018-05-29T12:47:00.000Z""",4aa906f9.58f398,LEAVE Dining Area,Terminal 1,
"""2018-05-29T12:53:00.000Z""",4aa906f9.58f398,ENTER Bording Gate Area,Terminal 1,B13
"""2018-05-29T12:22:00.000Z""",4aa906f9.58f398,ENTER Dining Area,Terminal 1,
"""2018-05-29T13:13:00.000Z""",4aa906f9.58f398,BOARD Aircraft,Terminal 1,B13
"""2018-02-09T16:01:00.000Z""",c0dae1af.393bc,LEAVE Frequent Flyer Lounge,Terminal 1,
"""2018-02-09T17:07:00.000Z""",c0dae1af.393bc,LEAVE Dining Area,Terminal 1,
"""2018-02-09T17:19:00.000Z""",c0dae1af.393bc,ENTER Bording Gate Area,Terminal 1,B2
"""2018-02-09T15:11:00.000Z""",c0dae1af.393bc,ENTER Frequent Flyer Lounge,Terminal 1,
"""2018-02-09T16:17:00.000Z""",c0dae1af.393bc,ENTER Dining Area,Terminal 1,
"""2018-02-09T17:59:00.000Z""",c0dae1af.393bc,BOARD Aircraft,Terminal 1,B2
"""2018-08-24T10:32:00.000Z""",7298fbfe.fbe1d4,LEAVE Dining Area,Terminal 1,
"""2018-08-24T10:38:00.000Z""",7298fbfe.fbe1d4,ENTER Bording Gate Area,Terminal 1,B19
"""2018-08-24T10:07:00.000Z""",7298fbfe.fbe1d4,ENTER Dining Area,Terminal 1,
"""2018-08-24T10:58:00.000Z""",7298fbfe.fbe1d4,BOARD Aircraft,Terminal 1,B19
"""2018-12-29T20:19:00.000Z""",c86d47cf.5ca8c8,LEAVE Duty Free Area,Terminal 1,
"""2018-12-29T21:58:00.000Z""",c86d47cf.5ca8c8,LEAVE Dining Area,Terminal 1,
"""2018-12-29T22:16:00.000Z""",c86d47cf.5ca8c8,ENTER Bording Gate Area,Terminal 1,A12
"""2018-12-29T20:07:00.000Z""",c86d47cf.5ca8c8,ENTER Duty Free Area,Terminal 1,
"""2018-12-29T20:43:00.000Z""",c86d47cf.5ca8c8,ENTER Dining Area,Terminal 1,
"""2018-12-29T23:16:00.000Z""",c86d47cf.5ca8c8,BOARD Aircraft,Terminal 1,A12
"""2018-10-07T09:41:00.000Z""",f8bf8740.42b308,ENTER Bording Gate Area,Terminal 1,A13
"""2018-10-07T10:01:00.000Z""",f8bf8740.42b308,BOARD Aircraft,Terminal 1,A13
"""2018-02-10T16:09:00.000Z""",27bee7f9.9a8008,Passport Control,Border-Control Booth 1,
"""2018-02-10T17:09:00.000Z""",27bee7f9.9a8008,LEAVE Frequent Flyer Lounge,Terminal 1,
"""2018-02-10T18:15:00.000Z""",27bee7f9.9a8008,LEAVE Dining Area,Terminal 1,
"""2018-02-10T18:27:00.000Z""",27bee7f9.9a8008,ENTER Bording Gate Area,Terminal 1,A1
"""2018-02-10T16:19:00.000Z""",27bee7f9.9a8008,ENTER Frequent Flyer Lounge,Terminal 1,
"""2018-02-10T17:25:00.000Z""",27bee7f9.9a8008,ENTER Dining Area,Terminal 1,
"""2018-02-10T19:07:00.000Z""",27bee7f9.9a8008,BOARD Aircraft,Terminal 1,A1
"""2018-02-12T16:49:00.000Z""",b2c00b04.b59528,ENTER Bording Gate Area,Terminal 1,A11
"""2018-02-12T17:29:00.000Z""",b2c00b04.b59528,BOARD Aircraft,Terminal 1,A11
"""2018-06-15T06:47:00.000Z""",ca614f87.7321e,LEAVE Duty Free Area,Terminal 1,
"""2018-06-15T07:53:00.000Z""",ca614f87.7321e,LEAVE Dining Area,Terminal 1,
"""2018-06-15T08:05:00.000Z""",ca614f87.7321e,ENTER Bording Gate Area,Terminal 1,A4
"""2018-06-15T06:39:00.000Z""",ca614f87.7321e,ENTER Duty Free Area,Terminal 1,
"""2018-06-15T07:03:00.000Z""",ca614f87.7321e,ENTER Dining Area,Terminal 1,
"""2018-06-15T08:45:00.000Z""",ca614f87.7321e,BOARD Aircraft,Terminal 1,A4
"""2018-02-20T10:04:00.000Z""",f9466d46.a86b6,LEAVE Frequent Flyer Lounge,Terminal 1,
"""2018-02-20T10:22:00.000Z""",f9466d46.a86b6,ENTER Bording Gate Area,Terminal 1,B12
"""2018-02-20T08:49:00.000Z""",f9466d46.a86b6,ENTER Frequent Flyer Lounge,Terminal 1,
"""2018-02-20T11:22:00.000Z""",f9466d46.a86b6,BOARD Aircraft,Terminal 1,B12
"""2018-07-06T17:28:00.000Z""",53b5b5c5.3a410c,Passport Control,Border-Control Booth 1,
"""2018-07-06T18:58:00.000Z""",53b5b5c5.3a410c,LEAVE Frequent Flyer Lounge,Terminal 1,
"""2018-07-06T19:16:00.000Z""",53b5b5c5.3a410c,ENTER Bording Gate Area,Terminal 1,A17
"""2018-07-06T17:43:00.000Z""",53b5b5c5.3a410c,ENTER Frequent Flyer Lounge,Terminal 1,
"""2018-07-06T20:16:00.000Z""",53b5b5c5.3a410c,BOARD Aircraft,Terminal 1,A17
"""2018-07-23T11:19:00.000Z""",675247a2.8c3568,LEAVE Dining Area,Terminal 1,
"""2018-07-23T11:25:00.000Z""",675247a2.8c3568,ENTER Bording Gate Area,Terminal 1,B17
"""2018-07-23T10:54:00.000Z""",675247a2.8c3568,ENTER Dining Area,Terminal 1,
"""2018-07-23T11:45:00.000Z""",675247a2.8c3568,BOARD Aircraft,Terminal 1,B17
"""2018-07-19T09:58:00.000Z""",20b4bb3b.94d864,LEAVE Dining Area,Terminal 1,
"""2018-07-19T10:04:00.000Z""",20b4bb3b.94d864,ENTER Bording Gate Area,Terminal 1,B16
"""2018-07-19T09:33:00.000Z""",20b4bb3b.94d864,ENTER Dining Area,Terminal 1,
"""2018-07-19T10:24:00.000Z""",20b4bb3b.94d864,BOARD Aircraft,Terminal 1,B16
"""2018-05-07T17:54:00.000Z""",8fac6723.1134b8,LEAVE Dining Area,Terminal 1,
"""2018-05-07T18:12:00.000Z""",8fac6723.1134b8,ENTER Bording Gate Area,Terminal 1,B10
"""2018-05-07T16:39:00.000Z""",8fac6723.1134b8,ENTER Dining Area,Terminal 1,
"""2018-05-07T19:12:00.000Z""",8fac6723.1134b8,BOARD Aircraft,Terminal 1,B10
"""2018-12-04T10:50:00.000Z""",ed193128.b9c81,LEAVE Dining Area,Terminal 1,
"""2018-12-04T11:08:00.000Z""",ed193128.b9c81,ENTER Bording Gate Area,Terminal 1,B12
"""2018-12-04T09:35:00.000Z""",ed193128.b9c81,ENTER Dining Area,Terminal 1,
"""2018-12-04T12:08:00.000Z""",ed193128.b9c81,BOARD Aircraft,Terminal 1,B12
"""2018-03-27T18:50:00.000Z""",63bfabfe.6946d4,LEAVE Dining Area,Terminal 1,
"""2018-03-27T19:08:00.000Z""",63bfabfe.6946d4,ENTER Bording Gate Area,Terminal 1,B7
"""2018-03-27T17:35:00.000Z""",63bfabfe.6946d4,ENTER Dining Area,Terminal 1,
"""2018-03-27T20:08:00.000Z""",63bfabfe.6946d4,BOARD Aircraft,Terminal 1,B7
"""2018-05-06T11:11:00.000Z""",91b52239.09bbd,ENTER Bording Gate Area,Terminal 1,A4
"""2018-05-06T11:31:00.000Z""",91b52239.09bbd,BOARD Aircraft,Terminal 1,A4
"""2018-10-02T17:25:00.000Z""",1bd05fe3.314c,Passport Control,Border-Control Booth 1,
"""2018-10-02T18:55:00.000Z""",1bd05fe3.314c,LEAVE Frequent Flyer Lounge,Terminal 1,
"""2018-10-02T20:34:00.000Z""",1bd05fe3.314c,LEAVE Dining Area,Terminal 1,
"""2018-10-02T20:52:00.000Z""",1bd05fe3.314c,ENTER Bording Gate Area,Terminal 1,A18
"""2018-10-02T17:40:00.000Z""",1bd05fe3.314c,ENTER Frequent Flyer Lounge,Terminal 1,
"""2018-10-02T19:19:00.000Z""",1bd05fe3.314c,ENTER Dining Area,Terminal 1,
"""2018-10-02T21:52:00.000Z""",1bd05fe3.314c,BOARD Aircraft,Terminal 1,A18
"""2018-08-07T18:23:00.000Z""",e2313cd6.ad0ab,LEAVE Frequent Flyer Lounge,Terminal 1,
"""2018-08-07T20:02:00.000Z""",e2313cd6.ad0ab,LEAVE Dining Area,Terminal 1,
"""2018-08-07T20:20:00.000Z""",e2313cd6.ad0ab,ENTER Bording Gate Area,Terminal 1,A1
"""2018-08-07T17:08:00.000Z""",e2313cd6.ad0ab,ENTER Frequent Flyer Lounge,Terminal 1,
"""2018-08-07T18:47:00.000Z""",e2313cd6.ad0ab,ENTER Dining Area,Terminal 1,
"""2018-08-07T21:20:00.000Z""",e2313cd6.ad0ab,BOARD Aircraft,Terminal 1,A1
"""2018-07-12T09:47:00.000Z""",9b5202af.361d4,LEAVE Duty Free Area,Terminal 1,
"""2018-07-12T11:17:00.000Z""",9b5202af.361d4,LEAVE Frequent Flyer Lounge,Terminal 1,
"""2018-07-12T13:17:00.000Z""",9b5202af.361d4,LEAVE Dining Area,Terminal 1,
"""2018-07-12T13:35:00.000Z""",9b5202af.361d4,ENTER Bording Gate Area,Terminal 1,B18
"""2018-07-12T11:38:00.000Z""",9b5202af.361d4,LEAVE Duty Free Area,Terminal 1,
"""2018-07-12T10:02:00.000Z""",9b5202af.361d4,ENTER Frequent Flyer Lounge,Terminal 1,
"""2018-07-12T12:02:00.000Z""",9b5202af.361d4,ENTER Dining Area,Terminal 1,
"""2018-07-12T14:35:00.000Z""",9b5202af.361d4,BOARD Aircraft,Terminal 1,B18
"""2018-07-12T11:26:00.000Z""",9b5202af.361d4,ENTER Duty Free Area,Terminal 1,
"""2018-07-12T09:35:00.000Z""",9b5202af.361d4,ENTER Duty Free Area,Terminal 1,
"""2018-04-04T05:12:00.000Z""",7a0e9784.36c228,LEAVE Frequent Flyer Lounge,Terminal 1,
"""2018-04-04T06:18:00.000Z""",7a0e9784.36c228,LEAVE Dining Area,Terminal 1,
"""2018-04-04T06:30:00.000Z""",7a0e9784.36c228,ENTER Bording Gate Area,Terminal 1,B8
"""2018-04-04T04:22:00.000Z""",7a0e9784.36c228,ENTER Frequent Flyer Lounge,Terminal 1,
"""2018-04-04T05:28:00.000Z""",7a0e9784.36c228,ENTER Dining Area,Terminal 1,
"""2018-04-04T07:10:00.000Z""",7a0e9784.36c228,BOARD Aircraft,Terminal 1,B8
"""2018-07-29T10:48:00.000Z""",b2cc61ba.82dee,LEAVE Frequent Flyer Lounge,Terminal 1,
"""2018-07-29T11:21:00.000Z""",b2cc61ba.82dee,LEAVE Dining Area,Terminal 1,
"""2018-07-29T11:27:00.000Z""",b2cc61ba.82dee,ENTER Bording Gate Area,Terminal 1,B18
"""2018-07-29T10:23:00.000Z""",b2cc61ba.82dee,ENTER Frequent Flyer Lounge,Terminal 1,
"""2018-07-29T10:56:00.000Z""",b2cc61ba.82dee,ENTER Dining Area,Terminal 1,
"""2018-07-29T11:47:00.000Z""",b2cc61ba.82dee,BOARD Aircraft,Terminal 1,B18
"""2018-08-06T10:03:00.000Z""",38a1f600.64ba2a,LEAVE Duty Free Area,Terminal 1,
"""2018-08-06T10:33:00.000Z""",38a1f600.64ba2a,LEAVE Frequent Flyer Lounge,Terminal 1,
"""2018-08-06T11:13:00.000Z""",38a1f600.64ba2a,LEAVE Dining Area,Terminal 1,
"""2018-08-06T11:19:00.000Z""",38a1f600.64ba2a,ENTER Bording Gate Area,Terminal 1,B15
"""2018-08-06T10:40:00.000Z""",38a1f600.64ba2a,LEAVE Duty Free Area,Terminal 1,
"""2018-08-06T10:08:00.000Z""",38a1f600.64ba2a,ENTER Frequent Flyer Lounge,Terminal 1,
"""2018-08-06T10:48:00.000Z""",38a1f600.64ba2a,ENTER Dining Area,Terminal 1,
"""2018-08-06T11:39:00.000Z""",38a1f600.64ba2a,BOARD Aircraft,Terminal 1,B15
"""2018-08-06T10:36:00.000Z""",38a1f600.64ba2a,ENTER Duty Free Area,Terminal 1,
"""2018-08-06T09:59:00.000Z""",38a1f600.64ba2a,ENTER Duty Free Area,Terminal 1,
"""2018-06-17T04:02:00.000Z""",21bae6e7.14046a,LEAVE Duty Free Area,Terminal 1,
"""2018-06-17T05:02:00.000Z""",21bae6e7.14046a,LEAVE Frequent Flyer Lounge,Terminal 1,
"""2018-06-17T06:22:00.000Z""",21bae6e7.14046a,LEAVE Dining Area,Terminal 1,
"""2018-06-17T06:34:00.000Z""",21bae6e7.14046a,ENTER Bording Gate Area,Terminal 1,B18
"""2018-06-17T05:16:00.000Z""",21bae6e7.14046a,LEAVE Duty Free Area,Terminal 1,
"""2018-06-17T04:12:00.000Z""",21bae6e7.14046a,ENTER Frequent Flyer Lounge,Terminal 1,
"""2018-06-17T05:32:00.000Z""",21bae6e7.14046a,ENTER Dining Area,Terminal 1,
"""2018-06-17T07:14:00.000Z""",21bae6e7.14046a,BOARD Aircraft,Terminal 1,B18
"""2018-06-17T05:08:00.000Z""",21bae6e7.14046a,ENTER Duty Free Area,Terminal 1,
"""2018-06-17T03:54:00.000Z""",21bae6e7.14046a,ENTER Duty Free Area,Terminal 1,
"""2018-11-03T07:27:00.000Z""",46527ac2.737294,LEAVE Duty Free Area,Terminal 1,
"""2018-11-03T08:27:00.000Z""",46527ac2.737294,LEAVE Frequent Flyer Lounge,Terminal 1,
"""2018-11-03T08:53:00.000Z""",46527ac2.737294,ENTER Bording Gate Area,Terminal 1,B13
"""2018-11-03T08:41:00.000Z""",46527ac2.737294,LEAVE Duty Free Area,Terminal 1,
"""2018-11-03T07:37:00.000Z""",46527ac2.737294,ENTER Frequent Flyer Lounge,Terminal 1,
"""2018-11-03T09:33:00.000Z""",46527ac2.737294,BOARD Aircraft,Terminal 1,B13
"""2018-11-03T08:33:00.000Z""",46527ac2.737294,ENTER Duty Free Area,Terminal 1,
"""2018-11-03T07:19:00.000Z""",46527ac2.737294,ENTER Duty Free Area,Terminal 1,
"""2018-02-21T16:32:00.000Z""",1d61f7ef.1f7078,ENTER Bording Gate Area,Terminal 1,A7
"""2018-02-21T17:12:00.000Z""",1d61f7ef.1f7078,BOARD Aircraft,Terminal 1,A7
"""2018-10-18T10:56:00.000Z""",e68b15db.7e9f18,LEAVE Frequent Flyer Lounge,Terminal 1,
"""2018-10-18T11:17:00.000Z""",e68b15db.7e9f18,LEAVE Duty Free Area,Terminal 1,
"""2018-10-18T11:35:00.000Z""",e68b15db.7e9f18,ENTER Bording Gate Area,Terminal 1,B10
"""2018-10-18T09:41:00.000Z""",e68b15db.7e9f18,ENTER Frequent Flyer Lounge,Terminal 1,
"""2018-10-18T11:05:00.000Z""",e68b15db.7e9f18,ENTER Duty Free Area,Terminal 1,
"""2018-10-18T12:35:00.000Z""",e68b15db.7e9f18,BOARD Aircraft,Terminal 1,B10
"""2018-06-14T12:26:00.000Z""",cae0420a.7a7aa,LEAVE Dining Area,Terminal 1,
"""2018-06-14T12:32:00.000Z""",cae0420a.7a7aa,ENTER Bording Gate Area,Terminal 1,B17
"""2018-06-14T12:01:00.000Z""",cae0420a.7a7aa,ENTER Dining Area,Terminal 1,
"""2018-06-14T12:52:00.000Z""",cae0420a.7a7aa,BOARD Aircraft,Terminal 1,B17
"""2018-09-08T18:53:00.000Z""",8893abde.a41cd8,LEAVE Dining Area,Terminal 1,
"""2018-09-08T19:11:00.000Z""",8893abde.a41cd8,ENTER Bording Gate Area,Terminal 1,B17
"""2018-09-08T17:38:00.000Z""",8893abde.a41cd8,ENTER Dining Area,Terminal 1,
"""2018-09-08T20:11:00.000Z""",8893abde.a41cd8,BOARD Aircraft,Terminal 1,B17
"""2018-03-06T15:09:00.000Z""",a2bb5858.86ce68,LEAVE Duty Free Area,Terminal 1,
"""2018-03-06T16:09:00.000Z""",a2bb5858.86ce68,LEAVE Frequent Flyer Lounge,Terminal 1,
"""2018-03-06T17:29:00.000Z""",a2bb5858.86ce68,LEAVE Dining Area,Terminal 1,
"""2018-03-06T17:41:00.000Z""",a2bb5858.86ce68,ENTER Bording Gate Area,Terminal 1,B2
"""2018-03-06T16:23:00.000Z""",a2bb5858.86ce68,LEAVE Duty Free Area,Terminal 1,
"""2018-03-06T15:19:00.000Z""",a2bb5858.86ce68,ENTER Frequent Flyer Lounge,Terminal 1,
"""2018-03-06T16:39:00.000Z""",a2bb5858.86ce68,ENTER Dining Area,Terminal 1,
"""2018-03-06T18:21:00.000Z""",a2bb5858.86ce68,BOARD Aircraft,Terminal 1,B2
"""2018-03-06T16:15:00.000Z""",a2bb5858.86ce68,ENTER Duty Free Area,Terminal 1,
"""2018-03-06T15:01:00.000Z""",a2bb5858.86ce68,ENTER Duty Free Area,Terminal 1,
"""2018-03-21T14:16:00.000Z""",c677574a.21e348,Passport Control,Border-Control Booth 1,
"""2018-03-21T15:16:00.000Z""",c677574a.21e348,LEAVE Frequent Flyer Lounge,Terminal 1,
"""2018-03-21T15:30:00.000Z""",c677574a.21e348,LEAVE Duty Free Area,Terminal 1,
"""2018-03-21T15:42:00.000Z""",c677574a.21e348,ENTER Bording Gate Area,Terminal 1,A5
"""2018-03-21T14:26:00.000Z""",c677574a.21e348,ENTER Frequent Flyer Lounge,Terminal 1,
"""2018-03-21T15:22:00.000Z""",c677574a.21e348,ENTER Duty Free Area,Terminal 1,
"""2018-03-21T16:22:00.000Z""",c677574a.21e348,BOARD Aircraft,Terminal 1,A5
"""2018-07-07T14:49:00.000Z""",3be1daa7.9cd5a6,LEAVE Dining Area,Terminal 1,
"""2018-07-07T15:01:00.000Z""",3be1daa7.9cd5a6,ENTER Bording Gate Area,Terminal 1,B4
"""2018-07-07T13:59:00.000Z""",3be1daa7.9cd5a6,ENTER Dining Area,Terminal 1,
"""2018-07-07T15:41:00.000Z""",3be1daa7.9cd5a6,BOARD Aircraft,Terminal 1,B4
"""2018-10-08T14:41:00.000Z""",3f989366.5d676c,LEAVE Frequent Flyer Lounge,Terminal 1,
"""2018-10-08T14:53:00.000Z""",3f989366.5d676c,ENTER Bording Gate Area,Terminal 1,A3
"""2018-10-08T13:51:00.000Z""",3f989366.5d676c,ENTER Frequent Flyer Lounge,Terminal 1,
"""2018-10-08T15:33:00.000Z""",3f989366.5d676c,BOARD Aircraft,Terminal 1,A3
"""2018-09-24T11:35:00.000Z""",74cc7426.803c2c,LEAVE Dining Area,Terminal 1,
"""2018-09-24T11:41:00.000Z""",74cc7426.803c2c,ENTER Bording Gate Area,Terminal 1,B11
"""2018-09-24T11:10:00.000Z""",74cc7426.803c2c,ENTER Dining Area,Terminal 1,
"""2018-09-24T12:01:00.000Z""",74cc7426.803c2c,BOARD Aircraft,Terminal 1,B11
"""2018-04-12T06:02:00.000Z""",8645409f.02466,LEAVE Dining Area,Terminal 1,
"""2018-04-12T06:14:00.000Z""",8645409f.02466,ENTER Bording Gate Area,Terminal 1,B9
"""2018-04-12T05:12:00.000Z""",8645409f.02466,ENTER Dining Area,Terminal 1,
"""2018-04-12T06:54:00.000Z""",8645409f.02466,BOARD Aircraft,Terminal 1,B9
"""2018-06-22T14:39:00.000Z""",a75c2af4.a9dbd8,LEAVE Dining Area,Terminal 1,
"""2018-06-22T14:51:00.000Z""",a75c2af4.a9dbd8,ENTER Bording Gate Area,Terminal 1,B3
"""2018-06-22T13:49:00.000Z""",a75c2af4.a9dbd8,ENTER Dining Area,Terminal 1,
"""2018-06-22T15:31:00.000Z""",a75c2af4.a9dbd8,BOARD Aircraft,Terminal 1,B3
"""2018-08-23T14:38:00.000Z""",4b12845c.6285bc,LEAVE Frequent Flyer Lounge,Terminal 1,
"""2018-08-23T14:52:00.000Z""",4b12845c.6285bc,LEAVE Duty Free Area,Terminal 1,
"""2018-08-23T15:58:00.000Z""",4b12845c.6285bc,LEAVE Dining Area,Terminal 1,
"""2018-08-23T16:10:00.000Z""",4b12845c.6285bc,ENTER Bording Gate Area,Terminal 1,B4
"""2018-08-23T13:48:00.000Z""",4b12845c.6285bc,ENTER Frequent Flyer Lounge,Terminal 1,
"""2018-08-23T14:44:00.000Z""",4b12845c.6285bc,ENTER Duty Free Area,Terminal 1,
"""2018-08-23T15:08:00.000Z""",4b12845c.6285bc,ENTER Dining Area,Terminal 1,
"""2018-08-23T16:50:00.000Z""",4b12845c.6285bc,BOARD Aircraft,Terminal 1,B4
"""2018-05-01T07:17:00.000Z""",3d5965c7.226bba,LEAVE Frequent Flyer Lounge,Terminal 1,
"""2018-05-01T08:23:00.000Z""",3d5965c7.226bba,LEAVE Dining Area,Terminal 1,
"""2018-05-01T08:35:00.000Z""",3d5965c7.226bba,ENTER Bording Gate Area,Terminal 1,A12
"""2018-05-01T06:27:00.000Z""",3d5965c7.226bba,ENTER Frequent Flyer Lounge,Terminal 1,
"""2018-05-01T07:33:00.000Z""",3d5965c7.226bba,ENTER Dining Area,Terminal 1,
"""2018-05-01T09:15:00.000Z""",3d5965c7.226bba,BOARD Aircraft,Terminal 1,A12
"""2018-11-13T09:05:00.000Z""",6722fd1c.556bb4,ENTER Bording Gate Area,Terminal 1,A15
"""2018-11-13T10:05:00.000Z""",6722fd1c.556bb4,BOARD Aircraft,Terminal 1,A15
"""2018-05-11T15:33:00.000Z""",f0d9da90.56bdb8,LEAVE Frequent Flyer Lounge,Terminal 1,
"""2018-05-11T15:47:00.000Z""",f0d9da90.56bdb8,LEAVE Duty Free Area,Terminal 1,
"""2018-05-11T15:59:00.000Z""",f0d9da90.56bdb8,ENTER Bording Gate Area,Terminal 1,B5
"""2018-05-11T14:43:00.000Z""",f0d9da90.56bdb8,ENTER Frequent Flyer Lounge,Terminal 1,
"""2018-05-11T15:39:00.000Z""",f0d9da90.56bdb8,ENTER Duty Free Area,Terminal 1,
"""2018-05-11T16:39:00.000Z""",f0d9da90.56bdb8,BOARD Aircraft,Terminal 1,B5
"""2018-07-14T14:51:00.000Z""",70ca39f5.9962b8,Passport Control,Border-Control Booth 1,
"""2018-07-14T15:05:00.000Z""",70ca39f5.9962b8,LEAVE Duty Free Area,Terminal 1,
"""2018-07-14T16:05:00.000Z""",70ca39f5.9962b8,LEAVE Frequent Flyer Lounge,Terminal 1,
"""2018-07-14T17:25:00.000Z""",70ca39f5.9962b8,LEAVE Dining Area,Terminal 1,
"""2018-07-14T17:37:00.000Z""",70ca39f5.9962b8,ENTER Bording Gate Area,Terminal 1,A18
"""2018-07-14T16:19:00.000Z""",70ca39f5.9962b8,LEAVE Duty Free Area,Terminal 1,
"""2018-07-14T15:15:00.000Z""",70ca39f5.9962b8,ENTER Frequent Flyer Lounge,Terminal 1,
"""2018-07-14T16:35:00.000Z""",70ca39f5.9962b8,ENTER Dining Area,Terminal 1,
"""2018-07-14T18:17:00.000Z""",70ca39f5.9962b8,BOARD Aircraft,Terminal 1,A18
"""2018-07-14T16:11:00.000Z""",70ca39f5.9962b8,ENTER Duty Free Area,Terminal 1,
"""2018-07-14T14:57:00.000Z""",70ca39f5.9962b8,ENTER Duty Free Area,Terminal 1,
"""2018-03-15T12:45:00.000Z""",80b212e.d70f5f,Passport Control,Border-Control Booth 1,
"""2018-03-15T13:15:00.000Z""",80b212e.d70f5f,LEAVE Frequent Flyer Lounge,Terminal 1,
"""2018-03-15T13:48:00.000Z""",80b212e.d70f5f,LEAVE Dining Area,Terminal 1,
"""2018-03-15T13:54:00.000Z""",80b212e.d70f5f,ENTER Bording Gate Area,Terminal 1,B4
"""2018-03-15T12:50:00.000Z""",80b212e.d70f5f,ENTER Frequent Flyer Lounge,Terminal 1,
"""2018-03-15T13:23:00.000Z""",80b212e.d70f5f,ENTER Dining Area,Terminal 1,
"""2018-03-15T14:14:00.000Z""",80b212e.d70f5f,BOARD Aircraft,Terminal 1,B4
"""2018-07-21T07:42:00.000Z""",dff94d89.05ac1,Passport Control,Border-Control Booth 1,
"""2018-07-21T09:12:00.000Z""",dff94d89.05ac1,LEAVE Frequent Flyer Lounge,Terminal 1,
"""2018-07-21T09:30:00.000Z""",dff94d89.05ac1,ENTER Bording Gate Area,Terminal 1,B10
"""2018-07-21T07:57:00.000Z""",dff94d89.05ac1,ENTER Frequent Flyer Lounge,Terminal 1,
"""2018-07-21T10:30:00.000Z""",dff94d89.05ac1,BOARD Aircraft,Terminal 1,B10
"""2018-08-04T04:04:00.000Z""",d6061413.efe6e8,LEAVE Duty Free Area,Terminal 1,
"""2018-08-04T05:04:00.000Z""",d6061413.efe6e8,LEAVE Frequent Flyer Lounge,Terminal 1,
