_time,pax_id,STEP,LOCATION,GATE
"""2018-10-13T07:22:00.000Z""",8f89ccbf.25edb,ENTER Duty Free Area,Terminal 1,
"""2018-10-13T08:52:00.000Z""",8f89ccbf.25edb,BOARD Aircraft,Terminal 1,B6
"""2018-10-13T06:43:00.000Z""",8f89ccbf.25edb,ENTER Security Lane,SEC-LANE-5,
"""2018-09-17T09:03:00.000Z""",8a3f1194.aeab9,ENTER Departure Hall,Terminal 1,
"""2018-09-17T09:14:00.000Z""",8a3f1194.aeab9,LEAVE Check-In Area,Terminal 1,
"""2018-09-17T09:29:00.000Z""",8a3f1194.aeab9,LEAVE Security Check,SEC-POS-2,
"""2018-09-17T10:02:00.000Z""",8a3f1194.aeab9,LEAVE Dining Area,Terminal 1,
"""2018-09-17T10:08:00.000Z""",8a3f1194.aeab9,ENTER Bording Gate Area,Terminal 1,A2
"""2018-09-17T09:08:00.000Z""",8a3f1194.aeab9,ENTER Check-In Area,Terminal 1,
"""2018-09-17T09:27:00.000Z""",8a3f1194.aeab9,ENTER Security Check,SEC-POS-2,
"""2018-09-17T09:37:00.000Z""",8a3f1194.aeab9,ENTER Dining Area,Terminal 1,
"""2018-09-17T10:28:00.000Z""",8a3f1194.aeab9,BOARD Aircraft,Terminal 1,A2
"""2018-09-17T09:19:00.000Z""",8a3f1194.aeab9,ENTER Security Lane,SEC-LANE-5,
"""2018-07-29T12:14:00.000Z""",6ba368de.7255a8,ENTER Departure Hall,Terminal 1,
"""2018-07-29T12:44:00.000Z""",6ba368de.7255a8,LEAVE Security Check,SEC-POS-2,
"""2018-07-29T12:58:00.000Z""",6ba368de.7255a8,LEAVE Duty Free Area,Terminal 1,
"""2018-07-29T13:10:00.000Z""",6ba368de.7255a8,ENTER Bording Gate Area,Terminal 1,B18
"""2018-07-29T12:40:00.000Z""",6ba368de.7255a8,ENTER Security Check,SEC-POS-2,
"""2018-07-29T12:50:00.000Z""",6ba368de.7255a8,ENTER Duty Free Area,Terminal 1,
"""2018-07-29T13:50:00.000Z""",6ba368de.7255a8,BOARD Aircraft,Terminal 1,B18
"""2018-07-29T12:24:00.000Z""",6ba368de.7255a8,ENTER Security Lane,SEC-LANE-5,
"""2018-06-11T05:22:00.000Z""",ed9cd787.1005d8,ENTER Departure Hall,Terminal 1,
"""2018-06-11T05:52:00.000Z""",ed9cd787.1005d8,LEAVE Security Check,SEC-POS-2,
"""2018-06-11T06:04:00.000Z""",ed9cd787.1005d8,ENTER Bording Gate Area,Terminal 1,A9
"""2018-06-11T05:48:00.000Z""",ed9cd787.1005d8,ENTER Security Check,SEC-POS-2,
"""2018-06-11T06:44:00.000Z""",ed9cd787.1005d8,BOARD Aircraft,Terminal 1,A9
"""2018-06-11T05:32:00.000Z""",ed9cd787.1005d8,ENTER Security Lane,SEC-LANE-5,
"""2018-10-06T07:13:00.000Z""",1b89acab.327a53,ENTER Departure Hall,Terminal 1,
"""2018-10-06T07:58:00.000Z""",1b89acab.327a53,LEAVE Security Check,SEC-POS-2,
"""2018-10-06T08:16:00.000Z""",1b89acab.327a53,ENTER Bording Gate Area,Terminal 1,A2
"""2018-10-06T07:52:00.000Z""",1b89acab.327a53,ENTER Security Check,SEC-POS-2,
"""2018-10-06T09:16:00.000Z""",1b89acab.327a53,BOARD Aircraft,Terminal 1,A2
"""2018-10-06T07:28:00.000Z""",1b89acab.327a53,ENTER Security Lane,SEC-LANE-5,
"""2018-03-14T09:58:00.000Z""",8c47e4.2c7cb82,ENTER Departure Hall,Terminal 1,
"""2018-03-14T10:31:00.000Z""",8c47e4.2c7cb82,LEAVE Check-In Area,Terminal 1,
"""2018-03-14T11:16:00.000Z""",8c47e4.2c7cb82,LEAVE Security Check,SEC-POS-2,
"""2018-03-14T11:37:00.000Z""",8c47e4.2c7cb82,LEAVE Duty Free Area,Terminal 1,
"""2018-03-14T13:07:00.000Z""",8c47e4.2c7cb82,LEAVE Frequent Flyer Lounge,Terminal 1,
"""2018-03-14T15:07:00.000Z""",8c47e4.2c7cb82,LEAVE Dining Area,Terminal 1,
"""2018-03-14T15:25:00.000Z""",8c47e4.2c7cb82,ENTER Bording Gate Area,Terminal 1,A5
"""2018-03-14T10:13:00.000Z""",8c47e4.2c7cb82,ENTER Check-In Area,Terminal 1,
"""2018-03-14T11:10:00.000Z""",8c47e4.2c7cb82,ENTER Security Check,SEC-POS-2,
"""2018-03-14T13:28:00.000Z""",8c47e4.2c7cb82,LEAVE Duty Free Area,Terminal 1,
"""2018-03-14T11:52:00.000Z""",8c47e4.2c7cb82,ENTER Frequent Flyer Lounge,Terminal 1,
"""2018-03-14T13:52:00.000Z""",8c47e4.2c7cb82,ENTER Dining Area,Terminal 1,
"""2018-03-14T16:25:00.000Z""",8c47e4.2c7cb82,BOARD Aircraft,Terminal 1,A5
"""2018-03-14T10:46:00.000Z""",8c47e4.2c7cb82,ENTER Security Lane,SEC-LANE-5,
"""2018-03-14T13:16:00.000Z""",8c47e4.2c7cb82,ENTER Duty Free Area,Terminal 1,
"""2018-03-14T11:25:00.000Z""",8c47e4.2c7cb82,ENTER Duty Free Area,Terminal 1,
"""2018-09-28T17:40:00.000Z""",f55381ec.3dccf,ENTER Departure Hall,Terminal 1,
"""2018-09-28T18:25:00.000Z""",f55381ec.3dccf,LEAVE Security Check,SEC-POS-2,
"""2018-09-28T18:31:00.000Z""",f55381ec.3dccf,Passport Control,Border-Control Booth 1,
"""2018-09-28T20:01:00.000Z""",f55381ec.3dccf,LEAVE Frequent Flyer Lounge,Terminal 1,
"""2018-09-28T20:22:00.000Z""",f55381ec.3dccf,LEAVE Duty Free Area,Terminal 1,
"""2018-09-28T20:40:00.000Z""",f55381ec.3dccf,ENTER Bording Gate Area,Terminal 1,B15
"""2018-09-28T18:19:00.000Z""",f55381ec.3dccf,ENTER Security Check,SEC-POS-2,
"""2018-09-28T18:46:00.000Z""",f55381ec.3dccf,ENTER Frequent Flyer Lounge,Terminal 1,
"""2018-09-28T20:10:00.000Z""",f55381ec.3dccf,ENTER Duty Free Area,Terminal 1,
"""2018-09-28T21:40:00.000Z""",f55381ec.3dccf,BOARD Aircraft,Terminal 1,B15
"""2018-09-28T17:55:00.000Z""",f55381ec.3dccf,ENTER Security Lane,SEC-LANE-5,
"""2018-05-14T03:40:00.000Z""",18a4d5cd.c9ceba,ENTER Departure Hall,Terminal 1,
"""2018-05-14T04:10:00.000Z""",18a4d5cd.c9ceba,LEAVE Security Check,SEC-POS-2,
"""2018-05-14T04:24:00.000Z""",18a4d5cd.c9ceba,LEAVE Duty Free Area,Terminal 1,
"""2018-05-14T05:24:00.000Z""",18a4d5cd.c9ceba,LEAVE Frequent Flyer Lounge,Terminal 1,
"""2018-05-14T04:06:00.000Z""",18a4d5cd.c9ceba,ENTER Security Check,SEC-POS-2,
"""2018-05-14T05:38:00.000Z""",18a4d5cd.c9ceba,LEAVE Duty Free Area,Terminal 1,
"""2018-05-14T04:34:00.000Z""",18a4d5cd.c9ceba,ENTER Frequent Flyer Lounge,Terminal 1,
"""2018-05-14T03:50:00.000Z""",18a4d5cd.c9ceba,ENTER Security Lane,SEC-LANE-5,
"""2018-05-14T06:44:00.000Z""",18a4d5cd.c9ceba,LEAVE Dining Area,Terminal 1,
"""2018-05-14T06:56:00.000Z""",18a4d5cd.c9ceba,ENTER Bording Gate Area,Terminal 1,B4
"""2018-05-14T05:30:00.000Z""",18a4d5cd.c9ceba,ENTER Duty Free Area,Terminal 1,
"""2018-05-14T05:54:00.000Z""",18a4d5cd.c9ceba,ENTER Dining Area,Terminal 1,
"""2018-05-14T07:36:00.000Z""",18a4d5cd.c9ceba,BOARD Aircraft,Terminal 1,B4
"""2018-05-14T04:16:00.000Z""",18a4d5cd.c9ceba,ENTER Duty Free Area,Terminal 1,
"""2018-06-19T17:31:00.000Z""",18fd17f7.709058,ENTER Departure Hall,Terminal 1,
"""2018-06-19T18:04:00.000Z""",18fd17f7.709058,LEAVE Check-In Area,Terminal 1,
"""2018-06-19T18:49:00.000Z""",18fd17f7.709058,LEAVE Security Check,SEC-POS-2,
"""2018-06-19T20:19:00.000Z""",18fd17f7.709058,LEAVE Frequent Flyer Lounge,Terminal 1,
"""2018-06-19T20:40:00.000Z""",18fd17f7.709058,LEAVE Duty Free Area,Terminal 1,
"""2018-06-19T22:19:00.000Z""",18fd17f7.709058,LEAVE Dining Area,Terminal 1,
"""2018-06-19T22:37:00.000Z""",18fd17f7.709058,ENTER Bording Gate Area,Terminal 1,B10
"""2018-06-19T17:46:00.000Z""",18fd17f7.709058,ENTER Check-In Area,Terminal 1,
"""2018-06-19T18:43:00.000Z""",18fd17f7.709058,ENTER Security Check,SEC-POS-2,
"""2018-06-19T19:04:00.000Z""",18fd17f7.709058,ENTER Frequent Flyer Lounge,Terminal 1,
"""2018-06-19T20:28:00.000Z""",18fd17f7.709058,ENTER Duty Free Area,Terminal 1,
"""2018-06-19T21:04:00.000Z""",18fd17f7.709058,ENTER Dining Area,Terminal 1,
"""2018-06-19T23:37:00.000Z""",18fd17f7.709058,BOARD Aircraft,Terminal 1,B10
"""2018-06-19T18:19:00.000Z""",18fd17f7.709058,ENTER Security Lane,SEC-LANE-5,
"""2018-12-29T16:24:00.000Z""",be3d6286.b15a9,ENTER Departure Hall,Terminal 1,
"""2018-12-29T16:48:00.000Z""",be3d6286.b15a9,LEAVE Baggage-Drop Area,Terminal 1,
"""2018-12-29T17:33:00.000Z""",be3d6286.b15a9,LEAVE Security Check,SEC-POS-2,
"""2018-12-29T17:54:00.000Z""",be3d6286.b15a9,LEAVE Duty Free Area,Terminal 1,
"""2018-12-29T18:12:00.000Z""",be3d6286.b15a9,ENTER Bording Gate Area,Terminal 1,A6
"""2018-12-29T16:39:00.000Z""",be3d6286.b15a9,ENTER Baggage-Drop Area,Terminal 1,
"""2018-12-29T17:27:00.000Z""",be3d6286.b15a9,ENTER Security Check,SEC-POS-2,
"""2018-12-29T17:42:00.000Z""",be3d6286.b15a9,ENTER Duty Free Area,Terminal 1,
"""2018-12-29T19:12:00.000Z""",be3d6286.b15a9,BOARD Aircraft,Terminal 1,A6
"""2018-12-29T17:03:00.000Z""",be3d6286.b15a9,ENTER Security Lane,SEC-LANE-5,
"""2018-05-09T16:03:00.000Z""",d148b7b8.3a94a8,ENTER Departure Hall,Terminal 1,
"""2018-05-09T16:48:00.000Z""",d148b7b8.3a94a8,LEAVE Security Check,SEC-POS-2,
"""2018-05-09T18:27:00.000Z""",d148b7b8.3a94a8,LEAVE Dining Area,Terminal 1,
"""2018-05-09T18:45:00.000Z""",d148b7b8.3a94a8,ENTER Bording Gate Area,Terminal 1,B19
"""2018-05-09T16:42:00.000Z""",d148b7b8.3a94a8,ENTER Security Check,SEC-POS-2,
"""2018-05-09T17:12:00.000Z""",d148b7b8.3a94a8,ENTER Dining Area,Terminal 1,
"""2018-05-09T19:45:00.000Z""",d148b7b8.3a94a8,BOARD Aircraft,Terminal 1,B19
"""2018-05-09T16:18:00.000Z""",d148b7b8.3a94a8,ENTER Security Lane,SEC-LANE-5,
"""2018-09-13T07:47:00.000Z""",43fbc465.d015cc,ENTER Departure Hall,Terminal 1,
"""2018-09-13T08:32:00.000Z""",43fbc465.d015cc,LEAVE Security Check,SEC-POS-2,
"""2018-09-13T08:50:00.000Z""",43fbc465.d015cc,ENTER Bording Gate Area,Terminal 1,A15
"""2018-09-13T08:26:00.000Z""",43fbc465.d015cc,ENTER Security Check,SEC-POS-2,
"""2018-09-13T09:50:00.000Z""",43fbc465.d015cc,BOARD Aircraft,Terminal 1,A15
"""2018-09-13T08:02:00.000Z""",43fbc465.d015cc,ENTER Security Lane,SEC-LANE-5,
"""2018-04-03T07:26:00.000Z""",8f6584d9.2fb168,ENTER Departure Hall,Terminal 1,
"""2018-04-03T07:56:00.000Z""",8f6584d9.2fb168,LEAVING Departure Hall,Terminal 1,
"""2018-04-08T11:47:00.000Z""",e5649d34.63c81,ENTER Departure Hall,Terminal 1,
"""2018-04-08T11:55:00.000Z""",e5649d34.63c81,LEAVE Baggage-Drop Area,Terminal 1,
"""2018-04-08T12:10:00.000Z""",e5649d34.63c81,LEAVE Security Check,SEC-POS-2,
"""2018-04-08T12:43:00.000Z""",e5649d34.63c81,LEAVE Dining Area,Terminal 1,
"""2018-04-08T12:49:00.000Z""",e5649d34.63c81,ENTER Bording Gate Area,Terminal 1,B8
"""2018-04-08T11:52:00.000Z""",e5649d34.63c81,ENTER Baggage-Drop Area,Terminal 1,
"""2018-04-08T12:08:00.000Z""",e5649d34.63c81,ENTER Security Check,SEC-POS-2,
"""2018-04-08T12:18:00.000Z""",e5649d34.63c81,ENTER Dining Area,Terminal 1,
"""2018-04-08T13:09:00.000Z""",e5649d34.63c81,BOARD Aircraft,Terminal 1,B8
"""2018-04-08T12:00:00.000Z""",e5649d34.63c81,ENTER Security Lane,SEC-LANE-5,
"""2018-10-09T07:29:00.000Z""",8f0eef8d.85c12,ENTER Departure Hall,Terminal 1,
"""2018-10-09T07:53:00.000Z""",8f0eef8d.85c12,LEAVE Baggage-Drop Area,Terminal 1,
"""2018-10-09T08:38:00.000Z""",8f0eef8d.85c12,LEAVE Security Check,SEC-POS-2,
"""2018-10-09T10:17:00.000Z""",8f0eef8d.85c12,LEAVE Dining Area,Terminal 1,
"""2018-10-09T10:35:00.000Z""",8f0eef8d.85c12,ENTER Bording Gate Area,Terminal 1,B9
"""2018-10-09T07:44:00.000Z""",8f0eef8d.85c12,ENTER Baggage-Drop Area,Terminal 1,
"""2018-10-09T08:32:00.000Z""",8f0eef8d.85c12,ENTER Security Check,SEC-POS-2,
"""2018-10-09T09:02:00.000Z""",8f0eef8d.85c12,ENTER Dining Area,Terminal 1,
"""2018-10-09T11:35:00.000Z""",8f0eef8d.85c12,BOARD Aircraft,Terminal 1,B9
"""2018-10-09T08:08:00.000Z""",8f0eef8d.85c12,ENTER Security Lane,SEC-LANE-5,
"""2018-08-26T15:33:00.000Z""",6cc7151.a0cfdec,ENTER Departure Hall,Terminal 1,
"""2018-08-26T16:18:00.000Z""",6cc7151.a0cfdec,LEAVE Security Check,SEC-POS-2,
"""2018-08-26T16:36:00.000Z""",6cc7151.a0cfdec,ENTER Bording Gate Area,Terminal 1,B12
"""2018-08-26T16:12:00.000Z""",6cc7151.a0cfdec,ENTER Security Check,SEC-POS-2,
"""2018-08-26T17:36:00.000Z""",6cc7151.a0cfdec,BOARD Aircraft,Terminal 1,B12
"""2018-08-26T15:48:00.000Z""",6cc7151.a0cfdec,ENTER Security Lane,SEC-LANE-5,
"""2018-10-25T15:13:00.000Z""",10200733.11a999,ENTER Departure Hall,Terminal 1,
"""2018-10-25T15:37:00.000Z""",10200733.11a999,LEAVE Baggage-Drop Area,Terminal 1,
"""2018-10-25T16:22:00.000Z""",10200733.11a999,LEAVE Security Check,SEC-POS-2,
"""2018-10-25T16:43:00.000Z""",10200733.11a999,LEAVE Duty Free Area,Terminal 1,
"""2018-10-25T18:13:00.000Z""",10200733.11a999,LEAVE Frequent Flyer Lounge,Terminal 1,
"""2018-10-25T20:13:00.000Z""",10200733.11a999,LEAVE Dining Area,Terminal 1,
"""2018-10-25T20:31:00.000Z""",10200733.11a999,ENTER Bording Gate Area,Terminal 1,B14
"""2018-10-25T15:28:00.000Z""",10200733.11a999,ENTER Baggage-Drop Area,Terminal 1,
"""2018-10-25T16:16:00.000Z""",10200733.11a999,ENTER Security Check,SEC-POS-2,
"""2018-10-25T18:34:00.000Z""",10200733.11a999,LEAVE Duty Free Area,Terminal 1,
"""2018-10-25T16:58:00.000Z""",10200733.11a999,ENTER Frequent Flyer Lounge,Terminal 1,
"""2018-10-25T18:58:00.000Z""",10200733.11a999,ENTER Dining Area,Terminal 1,
"""2018-10-25T21:31:00.000Z""",10200733.11a999,BOARD Aircraft,Terminal 1,B14
"""2018-10-25T15:52:00.000Z""",10200733.11a999,ENTER Security Lane,SEC-LANE-5,
"""2018-10-25T18:22:00.000Z""",10200733.11a999,ENTER Duty Free Area,Terminal 1,
"""2018-10-25T16:31:00.000Z""",10200733.11a999,ENTER Duty Free Area,Terminal 1,
"""2018-03-24T10:03:00.000Z""",22e5c14.f38bb3e,ENTER Departure Hall,Terminal 1,
"""2018-03-24T10:18:00.000Z""",22e5c14.f38bb3e,LEAVE Security Check,SEC-POS-2,
"""2018-03-24T10:24:00.000Z""",22e5c14.f38bb3e,ENTER Bording Gate Area,Terminal 1,B5
"""2018-03-24T10:16:00.000Z""",22e5c14.f38bb3e,ENTER Security Check,SEC-POS-2,
"""2018-03-24T10:44:00.000Z""",22e5c14.f38bb3e,BOARD Aircraft,Terminal 1,B5
"""2018-03-24T10:08:00.000Z""",22e5c14.f38bb3e,ENTER Security Lane,SEC-LANE-5,
"""2018-04-08T14:14:00.000Z""",ab17b69b.3f91c8,ENTER Departure Hall,Terminal 1,
"""2018-04-08T14:44:00.000Z""",ab17b69b.3f91c8,LEAVE Security Check,SEC-POS-2,
"""2018-04-08T14:58:00.000Z""",ab17b69b.3f91c8,LEAVE Duty Free Area,Terminal 1,
"""2018-04-08T16:04:00.000Z""",ab17b69b.3f91c8,LEAVE Dining Area,Terminal 1,
"""2018-04-08T16:16:00.000Z""",ab17b69b.3f91c8,ENTER Bording Gate Area,Terminal 1,B9
"""2018-04-08T14:40:00.000Z""",ab17b69b.3f91c8,ENTER Security Check,SEC-POS-2,
"""2018-04-08T14:50:00.000Z""",ab17b69b.3f91c8,ENTER Duty Free Area,Terminal 1,
"""2018-04-08T15:14:00.000Z""",ab17b69b.3f91c8,ENTER Dining Area,Terminal 1,
"""2018-04-08T16:56:00.000Z""",ab17b69b.3f91c8,BOARD Aircraft,Terminal 1,B9
"""2018-04-08T14:24:00.000Z""",ab17b69b.3f91c8,ENTER Security Lane,SEC-LANE-5,
"""2018-06-13T14:13:00.000Z""",c2192e31.9c93b,ENTER Departure Hall,Terminal 1,
"""2018-06-13T14:35:00.000Z""",c2192e31.9c93b,LEAVE Check-In Area,Terminal 1,
"""2018-06-13T15:05:00.000Z""",c2192e31.9c93b,LEAVE Security Check,SEC-POS-2,
"""2018-06-13T16:11:00.000Z""",c2192e31.9c93b,LEAVE Dining Area,Terminal 1,
"""2018-06-13T16:23:00.000Z""",c2192e31.9c93b,ENTER Bording Gate Area,Terminal 1,A13
"""2018-06-13T14:23:00.000Z""",c2192e31.9c93b,ENTER Check-In Area,Terminal 1,
"""2018-06-13T15:01:00.000Z""",c2192e31.9c93b,ENTER Security Check,SEC-POS-2,
"""2018-06-13T15:21:00.000Z""",c2192e31.9c93b,ENTER Dining Area,Terminal 1,
"""2018-06-13T17:03:00.000Z""",c2192e31.9c93b,BOARD Aircraft,Terminal 1,A13
"""2018-06-13T14:45:00.000Z""",c2192e31.9c93b,ENTER Security Lane,SEC-LANE-5,
"""2018-05-21T15:28:00.000Z""",78800d37.4c8cf4,ENTER Departure Hall,Terminal 1,
"""2018-05-21T16:01:00.000Z""",78800d37.4c8cf4,LEAVE Check-In Area,Terminal 1,
"""2018-05-21T16:46:00.000Z""",78800d37.4c8cf4,LEAVE Security Check,SEC-POS-2,
"""2018-05-21T17:07:00.000Z""",78800d37.4c8cf4,LEAVE Duty Free Area,Terminal 1,
"""2018-05-21T18:46:00.000Z""",78800d37.4c8cf4,LEAVE Dining Area,Terminal 1,
"""2018-05-21T19:04:00.000Z""",78800d37.4c8cf4,ENTER Bording Gate Area,Terminal 1,A12
"""2018-05-21T15:43:00.000Z""",78800d37.4c8cf4,ENTER Check-In Area,Terminal 1,
"""2018-05-21T16:40:00.000Z""",78800d37.4c8cf4,ENTER Security Check,SEC-POS-2,
"""2018-05-21T16:55:00.000Z""",78800d37.4c8cf4,ENTER Duty Free Area,Terminal 1,
"""2018-05-21T17:31:00.000Z""",78800d37.4c8cf4,ENTER Dining Area,Terminal 1,
"""2018-05-21T20:04:00.000Z""",78800d37.4c8cf4,BOARD Aircraft,Terminal 1,A12
"""2018-05-21T16:16:00.000Z""",78800d37.4c8cf4,ENTER Security Lane,SEC-LANE-5,
"""2018-03-02T15:55:00.000Z""",7056799.3706788,ENTER Departure Hall,Terminal 1,
"""2018-03-02T16:11:00.000Z""",7056799.3706788,LEAVE Baggage-Drop Area,Terminal 1,
"""2018-03-02T16:41:00.000Z""",7056799.3706788,LEAVE Security Check,SEC-POS-2,
"""2018-03-02T17:41:00.000Z""",7056799.3706788,LEAVE Frequent Flyer Lounge,Terminal 1,
"""2018-03-02T17:53:00.000Z""",7056799.3706788,ENTER Bording Gate Area,Terminal 1,A5
"""2018-03-02T16:05:00.000Z""",7056799.3706788,ENTER Baggage-Drop Area,Terminal 1,
"""2018-03-02T16:37:00.000Z""",7056799.3706788,ENTER Security Check,SEC-POS-2,
"""2018-03-02T16:51:00.000Z""",7056799.3706788,ENTER Frequent Flyer Lounge,Terminal 1,
"""2018-03-02T18:33:00.000Z""",7056799.3706788,BOARD Aircraft,Terminal 1,A5
"""2018-03-02T16:21:00.000Z""",7056799.3706788,ENTER Security Lane,SEC-LANE-5,
"""2018-02-12T08:05:00.000Z""",d37e9776.3c2fb8,ENTER Departure Hall,Terminal 1,
"""2018-02-12T08:50:00.000Z""",d37e9776.3c2fb8,LEAVE Security Check,SEC-POS-2,
"""2018-02-12T10:20:00.000Z""",d37e9776.3c2fb8,LEAVE Frequent Flyer Lounge,Terminal 1,
"""2018-02-12T10:41:00.000Z""",d37e9776.3c2fb8,LEAVE Duty Free Area,Terminal 1,
"""2018-02-12T10:59:00.000Z""",d37e9776.3c2fb8,ENTER Bording Gate Area,Terminal 1,B11
"""2018-02-12T08:44:00.000Z""",d37e9776.3c2fb8,ENTER Security Check,SEC-POS-2,
"""2018-02-12T09:05:00.000Z""",d37e9776.3c2fb8,ENTER Frequent Flyer Lounge,Terminal 1,
"""2018-02-12T10:29:00.000Z""",d37e9776.3c2fb8,ENTER Duty Free Area,Terminal 1,
"""2018-02-12T11:59:00.000Z""",d37e9776.3c2fb8,BOARD Aircraft,Terminal 1,B11
"""2018-02-12T08:20:00.000Z""",d37e9776.3c2fb8,ENTER Security Lane,SEC-LANE-5,
"""2018-04-10T17:27:00.000Z""",ce1061f3.c527a,ENTER Departure Hall,Terminal 1,
"""2018-04-10T18:12:00.000Z""",ce1061f3.c527a,LEAVE Security Check,SEC-POS-2,
"""2018-04-10T19:51:00.000Z""",ce1061f3.c527a,LEAVE Dining Area,Terminal 1,
"""2018-04-10T20:09:00.000Z""",ce1061f3.c527a,ENTER Bording Gate Area,Terminal 1,A19
"""2018-04-10T18:06:00.000Z""",ce1061f3.c527a,ENTER Security Check,SEC-POS-2,
"""2018-04-10T18:36:00.000Z""",ce1061f3.c527a,ENTER Dining Area,Terminal 1,
"""2018-04-10T21:09:00.000Z""",ce1061f3.c527a,BOARD Aircraft,Terminal 1,A19
"""2018-04-10T17:42:00.000Z""",ce1061f3.c527a,ENTER Security Lane,SEC-LANE-5,
"""2018-07-27T08:57:00.000Z""",61a6fccc.990334,ENTER Departure Hall,Terminal 1,
"""2018-07-27T09:30:00.000Z""",61a6fccc.990334,LEAVE Check-In Area,Terminal 1,
"""2018-07-27T10:15:00.000Z""",61a6fccc.990334,LEAVE Security Check,SEC-POS-2,
"""2018-07-27T10:36:00.000Z""",61a6fccc.990334,LEAVE Duty Free Area,Terminal 1,
"""2018-07-27T12:15:00.000Z""",61a6fccc.990334,LEAVE Dining Area,Terminal 1,
"""2018-07-27T12:33:00.000Z""",61a6fccc.990334,ENTER Bording Gate Area,Terminal 1,B12
"""2018-07-27T09:12:00.000Z""",61a6fccc.990334,ENTER Check-In Area,Terminal 1,
"""2018-07-27T10:09:00.000Z""",61a6fccc.990334,ENTER Security Check,SEC-POS-2,
"""2018-07-27T10:24:00.000Z""",61a6fccc.990334,ENTER Duty Free Area,Terminal 1,
"""2018-07-27T11:00:00.000Z""",61a6fccc.990334,ENTER Dining Area,Terminal 1,
"""2018-07-27T13:33:00.000Z""",61a6fccc.990334,BOARD Aircraft,Terminal 1,B12
"""2018-07-27T09:45:00.000Z""",61a6fccc.990334,ENTER Security Lane,SEC-LANE-5,
"""2018-12-02T05:54:00.000Z""",324a720.af1f48e,ENTER Departure Hall,Terminal 1,
"""2018-12-02T06:14:00.000Z""",324a720.af1f48e,LEAVING Departure Hall,Terminal 1,
"""2018-04-27T13:55:00.000Z""",fac6a534.1a3038,ENTER Departure Hall,Terminal 1,
"""2018-04-27T14:25:00.000Z""",fac6a534.1a3038,LEAVE Security Check,SEC-POS-2,
"""2018-04-27T14:39:00.000Z""",fac6a534.1a3038,LEAVE Duty Free Area,Terminal 1,
"""2018-04-27T15:39:00.000Z""",fac6a534.1a3038,LEAVE Frequent Flyer Lounge,Terminal 1,
"""2018-04-27T16:05:00.000Z""",fac6a534.1a3038,ENTER Bording Gate Area,Terminal 1,B11
"""2018-04-27T14:21:00.000Z""",fac6a534.1a3038,ENTER Security Check,SEC-POS-2,
"""2018-04-27T15:53:00.000Z""",fac6a534.1a3038,LEAVE Duty Free Area,Terminal 1,
"""2018-04-27T14:49:00.000Z""",fac6a534.1a3038,ENTER Frequent Flyer Lounge,Terminal 1,
"""2018-04-27T16:45:00.000Z""",fac6a534.1a3038,BOARD Aircraft,Terminal 1,B11
"""2018-04-27T14:05:00.000Z""",fac6a534.1a3038,ENTER Security Lane,SEC-LANE-5,
"""2018-04-27T15:45:00.000Z""",fac6a534.1a3038,ENTER Duty Free Area,Terminal 1,
"""2018-04-27T14:31:00.000Z""",fac6a534.1a3038,ENTER Duty Free Area,Terminal 1,
"""2018-10-13T17:39:00.000Z""",ca98f25c.ce223,ENTER Departure Hall,Terminal 1,
"""2018-10-13T18:03:00.000Z""",ca98f25c.ce223,LEAVE Baggage-Drop Area,Terminal 1,
"""2018-10-13T18:48:00.000Z""",ca98f25c.ce223,LEAVE Security Check,SEC-POS-2,
"""2018-10-13T19:09:00.000Z""",ca98f25c.ce223,LEAVE Duty Free Area,Terminal 1,
"""2018-10-13T20:39:00.000Z""",ca98f25c.ce223,LEAVE Frequent Flyer Lounge,Terminal 1,
"""2018-10-13T22:39:00.000Z""",ca98f25c.ce223,LEAVE Dining Area,Terminal 1,
"""2018-10-13T22:57:00.000Z""",ca98f25c.ce223,ENTER Bording Gate Area,Terminal 1,A6
"""2018-10-13T17:54:00.000Z""",ca98f25c.ce223,ENTER Baggage-Drop Area,Terminal 1,
"""2018-10-13T18:42:00.000Z""",ca98f25c.ce223,ENTER Security Check,SEC-POS-2,
"""2018-10-13T21:00:00.000Z""",ca98f25c.ce223,LEAVE Duty Free Area,Terminal 1,
"""2018-10-13T19:24:00.000Z""",ca98f25c.ce223,ENTER Frequent Flyer Lounge,Terminal 1,
"""2018-10-13T21:24:00.000Z""",ca98f25c.ce223,ENTER Dining Area,Terminal 1,
"""2018-10-13T23:57:00.000Z""",ca98f25c.ce223,BOARD Aircraft,Terminal 1,A6
"""2018-10-13T18:18:00.000Z""",ca98f25c.ce223,ENTER Security Lane,SEC-LANE-5,
"""2018-10-13T20:48:00.000Z""",ca98f25c.ce223,ENTER Duty Free Area,Terminal 1,
"""2018-10-13T18:57:00.000Z""",ca98f25c.ce223,ENTER Duty Free Area,Terminal 1,
"""2018-06-15T15:21:00.000Z""",1a54bb27.7dc785,ENTER Departure Hall,Terminal 1,
"""2018-06-15T16:06:00.000Z""",1a54bb27.7dc785,LEAVE Security Check,SEC-POS-2,
"""2018-06-15T16:27:00.000Z""",1a54bb27.7dc785,LEAVE Duty Free Area,Terminal 1,
"""2018-06-15T18:06:00.000Z""",1a54bb27.7dc785,LEAVE Dining Area,Terminal 1,
"""2018-06-15T18:24:00.000Z""",1a54bb27.7dc785,ENTER Bording Gate Area,Terminal 1,A18
